,county,tract,under_5_count,5_to_17_count,18_to_24_count,broadband_percent
57636,Wake County,53728,64,294,271,90.82
57637,Wake County,53729,333,635,414,86.23
57638,Wake County,53730,311,377,333,86.0
57639,Wake County,53803,340,807,289,96.97
57640,Wake County,53804,106,677,186,92.29
57641,Wake County,53805,67,292,69,89.01
57642,Wake County,53806,40,764,171,88.38
57643,Wake County,53807,261,862,292,93.69
57644,Wake County,53808,211,701,200,91.51
57645,Wake County,53901,139,1053,116,96.57
57646,Wake County,53902,325,1302,171,87.66
57647,Wake County,54001,242,667,698,84.77
57648,Wake County,54004,394,454,199,73.86
57649,Wake County,54006,177,798,267,75.36
57650,Wake County,54007,156,532,339,86.91
57651,Wake County,54008,556,1104,742,80.26
57652,Wake County,54011,259,387,211,95.64
57653,Wake County,54012,209,526,196,79.42
57654,Wake County,54015,434,862,324,74.49
57655,Wake County,54016,366,892,315,92.82
57656,Wake County,54017,225,422,116,87.67
57657,Wake County,54018,348,352,514,83.56
57658,Wake County,54019,290,874,268,95.58
57659,Wake County,54020,118,988,518,93.68
57660,Wake County,54021,148,769,37,82.69
57661,Wake County,54022,287,1158,264,71.47
57662,Wake County,54023,546,1611,566,91.27
57663,Wake County,54106,252,1970,987,76.96
57664,Wake County,54108,528,1748,786,83.51
57665,Wake County,54109,89,899,222,88.39
57666,Wake County,54111,179,343,209,71.91
57667,Wake County,54112,413,700,346,86.12
57668,Wake County,54113,335,896,547,81.71
57669,Wake County,54114,534,2241,434,78.82
57670,Wake County,54115,390,1467,623,80.98
57671,Wake County,54116,298,1381,597,86.43
57672,Wake County,54117,351,1147,419,92.83
57673,Wake County,54118,165,608,287,88.28
57674,Wake County,54119,225,1358,432,93.16
57675,Wake County,54120,93,155,95,97.41
57676,Wake County,54121,426,2042,540,90.25
57677,Wake County,54203,86,1003,363,82.1
57678,Wake County,54204,626,1050,315,87.04
57679,Wake County,54206,318,1000,583,87.64
57680,Wake County,54212,337,931,345,94.93
57681,Wake County,54213,159,779,263,94.93
57682,Wake County,54214,163,641,91,83.05
57683,Wake County,54215,393,827,369,86.25
57684,Wake County,54216,165,1116,320,86.86
57685,Wake County,54217,644,1244,669,95.77
57686,Wake County,54218,654,1456,745,89.19
57687,Wake County,54219,356,989,143,87.75
57688,Wake County,54220,374,1159,273,91.72
57689,Wake County,54221,467,1306,93,85.15
57690,Wake County,54222,701,1936,168,91.62
57691,Wake County,54223,167,281,125,73.71
57692,Wake County,54224,473,912,261,87.41
57693,Wake County,54303,0,496,65,58.37
57694,Wake County,54304,312,701,154,85.85
57695,Wake County,54305,277,848,271,73.78
57696,Wake County,54306,209,931,186,51.68
57697,Wake County,54402,582,1552,595,78.82
57698,Wake County,54403,218,692,259,75.63
57699,Wake County,54404,466,1305,749,77.24
57700,Wake County,54501,388,928,507,69.06
57701,Wake County,54502,353,555,496,59.8
57702,Wake County,980100,0,0,0,
57703,Wake County,980200,0,0,0,
57704,Warren County,950101,67,168,122,71.19
57705,Warren County,950102,10,169,102,48.52
57706,Warren County,950103,77,392,197,44.21
57707,Warren County,950201,166,588,330,49.94
57708,Warren County,950202,144,294,81,63.49
57709,Warren County,950300,107,539,447,46.87
57710,Warren County,950400,247,472,228,54.33
57711,Washington County,950100,104,621,274,32.46
57712,Washington County,950201,17,669,299,52.43
57713,Washington County,950202,0,585,198,52.08
57714,Washington County,950300,55,228,164,50.69
57715,Watauga County,920100,199,556,204,70.21
57716,Watauga County,920200,135,543,303,66.65
57717,Watauga County,920300,90,120,241,80.73
57718,Watauga County,920400,252,736,2727,71.48
57719,Watauga County,920500,20,90,5944,78.81
57720,Watauga County,920601,19,401,3457,79.68
57721,Watauga County,920602,62,197,916,84.76
57722,Watauga County,920701,68,344,142,67.66
57723,Watauga County,920702,324,482,229,57.96
57724,Watauga County,920703,259,677,802,85.14
57725,Watauga County,920800,58,173,182,81.3
57726,Watauga County,920900,188,830,320,79.12
57727,Watauga County,921000,15,83,11,87.97
57728,Wayne County,102,224,981,457,80.12
57729,Wayne County,103,57,343,235,50.14
57730,Wayne County,104,403,1363,362,83.18
57731,Wayne County,200,114,647,248,59.44
57732,Wayne County,302,615,625,169,71.53
57733,Wayne County,303,460,1008,576,75.31
57734,Wayne County,304,243,702,608,67.03
57735,Wayne County,401,407,816,578,74.9
57736,Wayne County,402,337,591,480,70.69
57737,Wayne County,500,358,543,1163,91.69
57738,Wayne County,601,217,1049,212,57.01
57739,Wayne County,603,486,1086,662,69.67
57740,Wayne County,604,261,998,314,41.29
57741,Wayne County,700,45,420,309,66.67
57742,Wayne County,800,101,322,586,51.87
57743,Wayne County,901,323,994,410,64.72
57744,Wayne County,902,437,1004,538,59.46
57745,Wayne County,1000,201,774,281,41.36
57746,Wayne County,1102,203,568,210,70.65
57747,Wayne County,1103,280,342,240,75.26
57748,Wayne County,1104,143,507,247,67.91
57749,Wayne County,1200,150,559,314,70.33
57750,Wayne County,1301,206,661,435,78.82
57751,Wayne County,1302,224,431,676,73.05
57752,Wayne County,1401,53,907,180,56.24
57753,Wayne County,1402,118,567,146,59.54
57754,Wayne County,1500,199,356,115,56.37
57755,Wayne County,1800,288,596,194,40.96
57756,Wayne County,1900,370,705,348,56.61
57757,Wayne County,2000,49,120,74,42.2
57758,Wilkes County,960101,53,397,162,59.23
57759,Wilkes County,960102,146,593,175,69.6
57760,Wilkes County,960200,174,481,196,63.93
57761,Wilkes County,960300,467,1109,736,71.33
57762,Wilkes County,960401,152,741,34,70.17
57763,Wilkes County,960402,161,454,385,80.65
57764,Wilkes County,960500,87,373,214,73.95
57765,Wilkes County,960600,194,402,95,61.88
57766,Wilkes County,960700,157,798,614,74.14
57767,Wilkes County,960801,211,452,249,67.79
57768,Wilkes County,960802,171,1146,306,73.82
57769,Wilkes County,960901,160,138,184,70.69
57770,Wilkes County,960902,144,214,43,77.1
57771,Wilkes County,961001,278,461,230,63.88
57772,Wilkes County,961002,243,706,496,84.47
57773,Wilkes County,961100,155,544,201,69.53
57774,Wilkes County,961201,187,828,256,72.8
57775,Wilkes County,961202,138,427,286,58.74
57776,Wilson County,100,36,537,790,45.47
57777,Wilson County,200,78,174,220,60.11
57778,Wilson County,300,82,419,181,53.23
57779,Wilson County,401,227,879,423,65.71
57780,Wilson County,402,181,609,122,59.37
57781,Wilson County,501,101,538,195,88.68
57782,Wilson County,502,414,767,282,84.97
57783,Wilson County,601,38,942,529,62.19
57784,Wilson County,602,135,372,335,83.0
57785,Wilson County,701,224,537,1,64.36
57786,Wilson County,702,74,638,156,38.48
57787,Wilson County,801,403,252,324,38.06
57788,Wilson County,802,334,755,372,54.8
57789,Wilson County,900,356,795,337,66.69
57790,Wilson County,1000,92,192,86,68.11
57791,Wilson County,1100,42,129,101,57.78
57792,Wilson County,1200,257,512,245,54.72
57793,Wilson County,1301,212,491,405,63.82
57794,Wilson County,1302,118,206,217,56.14
57795,Wilson County,1401,72,440,341,89.77
57796,Wilson County,1402,308,1171,286,74.19
57797,Wilson County,1501,125,317,162,60.58
57798,Wilson County,1502,170,641,258,85.69
57799,Wilson County,1600,366,716,189,65.35
57800,Wilson County,1700,234,554,179,59.14
57801,Yadkin County,50101,314,867,439,69.35
57802,Yadkin County,50102,117,696,149,65.67
57803,Yadkin County,50200,97,784,403,57.19
57804,Yadkin County,50300,168,831,430,57.06
57805,Yadkin County,50401,155,818,293,62.6
57806,Yadkin County,50402,172,565,157,69.6
57807,Yadkin County,50502,309,431,391,67.0
57808,Yadkin County,50503,129,444,406,60.33
57809,Yadkin County,50504,376,537,203,74.78
57810,Yancey County,960101,135,758,174,64.75
57811,Yancey County,960102,185,223,226,58.4
57812,Yancey County,960200,243,517,225,66.86
57813,Yancey County,960300,103,505,231,62.4
57814,Yancey County,960400,176,553,364,66.51
